Molecule,Radical Y,Radical Z,Bond Index,Bond Type,BDE
CCCCC(=N)N,[CH2]C(=N)N,[CH2]CC,2,C-C,83.86218529
CCCCC(=N)N,N=[C]N,[CH2]CCC,3,C-C,94.78774449
CCCCC(=N)N,CCCC[C]=N,[NH2],5,C-N,98.79125191
CCCCC(=N)N,[H],[CH2]CCCC(=N)N,6,C-H,98.62307949
CCCCC(=N)N,[H],C[CH]CCC(=N)N,9,C-H,97.37872915
CCCCC(=N)N,[H],CC[CH]CC(=N)N,11,C-H,96.20967988
CCCCC(=N)N,[H],CCC[CH]C(=N)N,13,C-H,91.64015934
CCCCC(=N)N,[H],CCCCC(=[N])N,15,H-N,95.42215609
CCCCC(=N)N,[H],CCCCC([NH])=N,16,H-N,102.2563566
C=CC=O,[CH]=C,[CH]=O,1,C-C,96.45566341
C=CC=O,[H],[CH]=CC=O,3,C-H,110.1441447
C1N=NNN1,[H],[CH]1N=NNN1,5,C-H,73.12989886
C1N=NNN1,[H],C1N=N[N]N1,7,H-N,71.10743735
C1N=NNN1,[H],C1[N]NN=N1,8,H-N,72.29468438
CN(C)C[C@@H]1CCCC1=O,C[N]C[C@@H]1CCCC1=O,[CH3],0,C-N,79.80596711
CN(C)C[C@@H]1CCCC1=O,C[N]C,[CH2][C@@H]1CCCC1=O,2,C-N,79.7909069
CN(C)C[C@@H]1CCCC1=O,[H],[CH2]N(C)C[C@@H]1CCCC1=O,10,C-H,91.69914519
CN(C)C[C@@H]1CCCC1=O,[H],CN(C)[CH][C@@H]1CCCC1=O,16,C-H,91.39794087
CN(C)C[C@@H]1CCCC1=O,[H],CN(C)C[C@@H]1[CH]CCC1=O,19,C-H,97.82300552
CN(C)C[C@@H]1CCCC1=O,[H],CN(C)C[C@@H]1C[CH]CC1=O,21,C-H,96.94072787
CN(C)C[C@@H]1CCCC1=O,[H],CN(C)C[C@@H]1CC[CH]C1=O,23,C-H,89.85050367
NCCCNO,[CH2]CCNO,[NH2],0,C-N,86.59875204
NCCCNO,[CH2]CNO,[CH2]N,1,C-C,80.97689891
NCCCNO,[CH2]NO,[CH2]CN,2,C-C,83.72036825
NCCCNO,[CH2]CCN,[NH]O,3,C-N,69.98545126
NCCCNO,[NH]CCCN,[OH],4,N-O,63.36836886
NCCCNO,[H],[NH]CCCNO,5,H-N,98.7278735
NCCCNO,[H],N[CH]CCNO,7,C-H,90.37886625
NCCCNO,[H],NC[CH]CNO,9,C-H,94.65157503
NCCCNO,[H],NCC[CH]NO,11,C-H,93.03699438
NCCCNO,[H],NCCC[N]O,13,H-N,84.1069138
NCCCNO,[H],NCCCN[O],14,H-O,70.97628797
Cc1c(N)cccc1CO,Nc1[c]c(CO)ccc1,[CH3],0,C-C,103.4392111
Cc1c(N)cccc1CO,Cc1[c]cccc1CO,[NH2],2,C-N,105.7189513
Cc1c(N)cccc1CO,[CH2]O,Cc1[c]cccc1N,7,C-C,97.72072155
Cc1c(N)cccc1CO,[CH2]c1cccc(N)c1C,[OH],8,C-O,85.53324175
Cc1c(N)cccc1CO,[H],[CH2]c1c(N)cccc1CO,10,C-H,89.13953598
Cc1c(N)cccc1CO,[H],Cc1c([NH])cccc1CO,13,H-N,92.5299671
Cc1c(N)cccc1CO,[H],Cc1c(N)[c]ccc1CO,15,C-H,111.664599
Cc1c(N)cccc1CO,[H],Cc1c(N)c[c]cc1CO,16,C-H,111.0283049
Cc1c(N)cccc1CO,[H],Cc1c(CO)[c]ccc1N,17,C-H,111.7455477
Cc1c(N)cccc1CO,[H],Cc1c(N)cccc1[CH]O,18,C-H,84.24371076
Cc1c(N)cccc1CO,[H],Cc1c(N)cccc1C[O],20,H-O,103.4442311
CCC(CC)C(=O)OC,CC[CH]C(=O)OC,[CH2]C,1,C-C,81.16326908
CCC(CC)C(=O)OC,CO[C]=O,CC[CH]CC,4,C-C,92.53812472
CCC(CC)C(=O)OC,CCC([C]=O)CC,C[O],6,C-O,100.4654459
CCC(CC)C(=O)OC,CCC(CC)C([O])=O,[CH3],7,C-O,93.64630562
CCC(CC)C(=O)OC,[H],CC[C](CC)C(=O)OC,13,C-H,89.23240731
O=C1OCc2ccccc21,[H],O=C1O[CH]c2ccccc21,11,C-H,84.33783711
O=C1OCc2ccccc21,[H],O=C1OCc2[c]cccc21,13,C-H,111.9789811
O=C1OCc2ccccc21,[H],O=C1OCc2c[c]ccc21,14,C-H,111.2655033
O=C1OCc2ccccc21,[H],O=C1OCc2cc[c]cc21,15,C-H,111.833399
O=C1OCc2ccccc21,[H],O=C1OCc2ccc[c]c21,16,C-H,113.4529997
Cc1cccc(N)c1C,[CH3],Cc1[c]cccc1N,0,C-C,101.2441846
Cc1cccc(N)c1C,[NH2],Cc1[c]cccc1C,5,C-N,104.7124268
Cc1cccc(N)c1C,[CH3],Cc1[c]c(N)ccc1,7,C-C,102.9277912
Cc1cccc(N)c1C,[H],[CH2]c1cccc(N)c1C,9,C-H,90.66501036
Cc1cccc(N)c1C,[H],Cc1[c]ccc(N)c1C,12,C-H,111.6074957
Cc1cccc(N)c1C,[H],Cc1c[c]cc(N)c1C,13,C-H,110.8030292
Cc1cccc(N)c1C,[H],Cc1cc[c]c(N)c1C,14,C-H,111.731115
Cc1cccc(N)c1C,[H],Cc1cccc([NH])c1C,15,H-N,91.17078261
Cc1cccc(N)c1C,[H],[CH2]c1c(C)cccc1N,17,C-H,88.52645968
Cc1cccc(C)c1N,[CH3],Cc1ccc[c]c1N,0,C-C,103.5628303
Cc1cccc(C)c1N,[H],[CH2]c1cccc(C)c1N,9,C-H,89.79340036
Cc1cccc(C)c1N,[H],Cc1[c]ccc(C)c1N,12,C-H,110.7854589
Cc1cccc(C)c1N,[H],Cc1c[c]cc(C)c1N,13,C-H,111.7982585
Cc1cccc(C)c1N,[H],Cc1cccc(C)c1[NH],18,H-N,91.14693727
Oc1cccc(O)c1O,Oc1[c]cccc1O,[OH],0,C-O,114.1225518
Oc1cccc(O)c1O,Oc1[c]c(O)ccc1,[OH],7,C-O,116.0094714
Oc1cccc(O)c1O,[H],[O]c1cccc(O)c1O,9,H-O,80.75036816
Oc1cccc(O)c1O,[H],Oc1[c]ccc(O)c1O,10,C-H,112.8054104
Oc1cccc(O)c1O,[H],Oc1c[c]cc(O)c1O,11,C-H,111.769393
Oc1cccc(O)c1O,[H],[O]c1c(O)cccc1O,14,H-O,73.77497811
COC(=O)c1ccn(C)n1,[CH3],Cn1ccc(C([O])=O)n1,0,C-O,92.9623208
COC(=O)c1ccn(C)n1,CO[C]=O,Cn1cc[c]n1,3,C-C,110.3876182
COC(=O)c1ccn(C)n1,COC(=O)C1=N[N]C=C1,[CH3],7,C-N,100.8419513
COC(=O)c1ccn(C)n1,[H],[CH2]OC(=O)c1ccn(C)n1,10,C-H,97.84622335
COC(=O)c1ccn(C)n1,[H],COC(=O)c1c[c]n(C)n1,14,C-H,118.3356472
COC(=O)c1ccn(C)n1,[H],[CH2]n1ccc(C(=O)OC)n1,15,C-H,93.78937767
CCCC1=NCCC1,[CH2]CC1=NCCC1,[CH3],0,C-C,89.74194462
CCCC1=NCCC1,[CH2]C,[CH2]C1=NCCC1,1,C-C,78.63127026
CCCC1=NCCC1,[C]1=NCCC1,[CH2]CC,2,C-C,99.13889189
CCCC1=NCCC1,[H],[CH2]CCC1=NCCC1,8,C-H,100.7101744
CCCC1=NCCC1,[H],C[CH]CC1=NCCC1,11,C-H,97.13902071
CCCC1=NCCC1,[H],CC[CH]C1=NCCC1,13,C-H,87.51240514
CCCC1=NCCC1,[H],CCCC1=N[CH]CC1,15,C-H,85.44978306
CCCC1=NCCC1,[H],CCCC1=NC[CH]C1,17,C-H,95.87961015
CCCC1=NCCC1,[H],CCCC1=NCC[CH]1,19,C-H,87.59272629
CCC(CC)C(=O)O,CC[CH]C(=O)O,[CH2]C,1,C-C,80.81123653
CCC(CC)C(=O)O,O=[C]O,CC[CH]CC,4,C-C,93.2760753
CCC(CC)C(=O)O,CCC([C]=O)CC,[OH],6,C-O,110.7842039
CCC(CC)C(=O)O,[H],CC[C](CC)C(=O)O,12,C-H,88.63690127
CCC(CC)C(=O)O,[H],CCC(CC)C([O])=O,18,H-O,112.5393466
Cc1cc(C)c(N)c(C)c1,[CH3],Cc1c[c]cc(C)c1N,0,C-C,102.7564813
Cc1cc(C)c(N)c(C)c1,[CH3],Cc1c[c]c(N)c(C)c1,3,C-C,103.400933
Cc1cc(C)c(N)c(C)c1,[H],[CH2]c1cc(C)c(N)c(C)c1,10,C-H,88.24094309
Cc1cc(C)c(N)c(C)c1,[H],Cc1[c]c(C)c(N)c(C)c1,13,C-H,110.752201
Cc1cc(C)c(N)c(C)c1,[H],[CH2]c1cc(C)cc(C)c1N,14,C-H,89.48843098
C=CN1CCCC1=O,O=C1CCC[N]1,[CH]=C,1,C-N,112.4985585
C=CN1CCCC1=O,[H],[CH]=CN1CCCC1=O,8,C-H,110.9191183
C=CN1CCCC1=O,[H],C=[C]N1CCCC1=O,10,C-H,110.6461519
C=CN1CCCC1=O,[H],C=CN1C[CH]CC1=O,13,C-H,96.32200399
C=CN1CCCC1=O,[H],C=CN1CC[CH]C1=O,15,C-H,92.82050377
COc1cc(O)cc(O)c1,[O]c1cc(O)cc(O)c1,[CH3],0,C-O,69.70997481
COc1cc(O)cc(O)c1,C[O],Oc1c[c]cc(O)c1,1,C-O,102.3881335
COc1cc(O)cc(O)c1,COc1c[c]cc(O)c1,[OH],4,C-O,113.1511679
COc1cc(O)cc(O)c1,[H],[CH2]Oc1cc(O)cc(O)c1,10,C-H,96.9639457
COc1cc(O)cc(O)c1,[H],COc1[c]c(O)cc(O)c1,13,C-H,115.1604517
COc1cc(O)cc(O)c1,[H],COc1cc([O])cc(O)c1,14,H-O,89.59008744
COc1cc(O)cc(O)c1,[H],COc1cc(O)[c]c(O)c1,15,C-H,114.5630631
NC(=O)c1ccccc1N,N[C]=O,Nc1[c]cccc1,2,C-C,104.1382561
NC(=O)c1ccccc1N,[NH2],NC(=O)c1[c]cccc1,8,C-N,111.6972295
NC(=O)c1ccccc1N,[H],[NH]C(=O)c1ccccc1N,10,H-N,110.0839039
NC(=O)c1ccccc1N,[H],NC(=O)c1[c]cccc1N,12,C-H,107.6447764
NC(=O)c1ccccc1N,[H],NC(=O)c1c[c]ccc1N,13,C-H,112.6033525
NC(=O)c1ccccc1N,[H],NC(=O)c1cc[c]cc1N,14,C-H,110.6279542
NC(=O)c1ccccc1N,[H],NC(=O)c1ccc[c]c1N,15,C-H,111.9450956
NC(=O)c1ccccc1N,[H],[NH]c1ccccc1C(N)=O,16,H-N,98.48000744
O=C(O)[C@@H]1CCCO1,O=[C][C@@H]1CCCO1,[OH],1,C-O,110.4051885
O=C(O)[C@@H]1CCCO1,[H],O=C(O)[C@@H]1[CH]CCO1,10,C-H,97.2569924
O=C(O)[C@@H]1CCCO1,[H],O=C(O)[C@@H]1C[CH]CO1,12,C-H,97.19298648
O=C(O)[C@@H]1CCCO1,[H],O=C(O)[C@@H]1CC[CH]O1,14,C-H,93.78686763
CC(=O)c1ccc(C)cc1,[CH3],Cc1ccc([C]=O)cc1,0,C-C,85.25651029
CC(=O)c1ccc(C)cc1,C[C]=O,Cc1cc[c]cc1,2,C-C,98.0658515
CC(=O)c1ccc(C)cc1,[CH3],CC(=O)c1cc[c]cc1,6,C-C,103.2911189
CC(=O)c1ccc(C)cc1,[H],[CH2]C(=O)c1ccc(C)cc1,10,C-H,95.55079543
CC(=O)c1ccc(C)cc1,[H],CC(=O)c1[c]cc(C)cc1,13,C-H,109.7237137
CC(=O)c1ccc(C)cc1,[H],CC(=O)c1c[c]c(C)cc1,14,C-H,111.2705234
CC(=O)c1ccc(C)cc1,[H],[CH2]c1ccc(C(C)=O)cc1,15,C-H,89.12133822
Cc1c(N)cc(N)cc1N,[CH3],Nc1[c]c(N)cc(N)c1,0,C-C,104.0617
Cc1c(N)cc(N)cc1N,[NH2],Cc1[c]cc(N)cc1N,2,C-N,104.2581103
Cc1c(N)cc(N)cc1N,[NH2],Cc1c(N)c[c]cc1N,5,C-N,105.2533396
Cc1c(N)cc(N)cc1N,[H],[CH2]c1c(N)cc(N)cc1N,10,C-H,86.93384184
Cc1c(N)cc(N)cc1N,[H],Cc1c([NH])cc(N)cc1N,13,H-N,90.92793663
Cc1c(N)cc(N)cc1N,[H],Cc1c(N)[c]c(N)cc1N,15,C-H,113.2484318
Cc1c(N)cc(N)cc1N,[H],Cc1c(N)cc([NH])cc1N,16,H-N,91.86355255
COC(=O)C(OC)OC,COC([C]=O)OC,C[O],1,C-O,98.21833619
COC(=O)C(OC)OC,CO[C]=O,CO[CH]OC,3,C-C,84.51667717
COC(=O)C(OC)OC,C[O],CO[CH]C(=O)OC,4,C-O,74.81099547
COC(=O)C(OC)OC,[H],[CH2]OC(=O)C(OC)OC,8,C-H,98.46620224
CCc1ccc(C)cc1O,[CH2]c1ccc(C)cc1O,[CH3],0,C-C,78.80446275
CCc1ccc(C)cc1O,Cc1cc[c]c(O)c1,[CH2]C,1,C-C,102.0687314
CCc1ccc(C)cc1O,CCc1cc[c]cc1O,[CH3],5,C-C,102.7828367
CCc1ccc(C)cc1O,[OH],CCc1[c]cc(C)cc1,8,C-O,112.7294818
CCc1ccc(C)cc1O,[H],[CH2]Cc1ccc(C)cc1O,10,C-H,99.03096034
CCc1ccc(C)cc1O,[H],C[CH]c1ccc(C)cc1O,13,C-H,87.56135084
CCc1ccc(C)cc1O,[H],CCc1[c]cc(C)cc1O,15,C-H,110.718943
CCc1ccc(C)cc1O,[H],CCc1c[c]c(C)cc1O,16,C-H,111.7919834
CCc1ccc(C)cc1O,[H],[CH2]c1ccc(CC)c(O)c1,17,C-H,89.59385249
CCc1ccc(C)cc1O,[H],CCc1ccc(C)[c]c1O,20,C-H,111.5409798
CCc1ccc(C)cc1O,[H],CCc1ccc(C)cc1[O],21,H-O,86.02144376
CCN1CC=CCC1,[CH2]N1CC=CCC1,[CH3],0,C-C,81.34273665
CCN1CC=CCC1,C1=CC[N]CC1,[CH2]C,1,C-N,80.12725172
CCN1CC=CCC1,[H],[CH2]CN1CC=CCC1,8,C-H,99.53171253
CCN1CC=CCC1,[H],C[CH]N1CC=CCC1,11,C-H,90.42216437
CCN1CC=CCC1,[H],CCN1[CH]C=CCC1,13,C-H,75.96561203
CCN1CC=CCC1,[H],CCN1C[C]=CCC1,15,C-H,109.396154
CCN1CC=CCC1,[H],CCN1CC=[C]CC1,16,C-H,108.5157589
CCN1CC=CCC1,[H],CCN1C[CH]C=CC1,17,C-H,85.08080777
CCN1CC=CCC1,[H],CCN1[CH]CC=CC1,19,C-H,91.0653611
C[C@@H]1CC=CC[C@@H]1C=O,[H],[CH2][C@@H]1CC=CC[C@@H]1C=O,9,C-H,100.4698385
C[C@@H]1CC=CC[C@@H]1C=O,[H],C[C@@H]1[CH]C=CC[C@@H]1C=O,13,C-H,84.02910268
C[C@@H]1CC=CC[C@@H]1C=O,[H],C[C@@H]1C[C]=CC[C@@H]1C=O,15,C-H,108.0714825
C[C@@H]1CC=CC[C@@H]1C=O,[H],C[C@@H]1CC=[C]C[C@@H]1C=O,16,C-H,108.2515776
C[C@@H]1CC=CC[C@@H]1C=O,[H],C[C@@H]1CC=C[CH][C@@H]1C=O,17,C-H,83.32943015
C[C@@H]1CC=CC[C@@H]1C=O,[H],C[C@@H]1CC=CC[C@@H]1[C]=O,20,C-H,86.42744208
Cc1ccccc1CO,OCc1[c]cccc1,[CH3],0,C-C,102.6974954
Cc1ccccc1CO,[CH2]O,Cc1[c]cccc1,6,C-C,98.58668397
Cc1ccccc1CO,[CH2]c1ccccc1C,[OH],7,C-O,83.91991612
Cc1ccccc1CO,[H],[CH2]c1ccccc1CO,9,C-H,89.85552375
Cc1ccccc1CO,[H],Cc1[c]cccc1CO,12,C-H,110.8645251
Cc1ccccc1CO,[H],Cc1c[c]ccc1CO,13,C-H,111.000067
Cc1ccccc1CO,[H],Cc1cc[c]cc1CO,14,C-H,111.3627672
Cc1ccccc1CO,[H],Cc1ccc[c]c1CO,15,C-H,110.6969802
Cc1ccccc1CO,[H],Cc1ccccc1[CH]O,16,C-H,82.56073162
Cc1ccccc1CO,[H],Cc1ccccc1C[O],18,H-O,104.6352432
Cc1ccccc1CN,[CH3],NCc1[c]cccc1,0,C-C,101.2561073
Cc1ccccc1CN,[CH2]N,Cc1[c]cccc1,6,C-C,93.32313848
Cc1ccccc1CN,[CH2]c1ccccc1C,[NH2],7,C-N,74.90637684
Cc1ccccc1CN,[H],[CH2]c1ccccc1CN,9,C-H,89.33720131
Cc1ccccc1CN,[H],Cc1[c]cccc1CN,12,C-H,110.6323467
Cc1ccccc1CN,[H],Cc1c[c]ccc1CN,13,C-H,111.0904283
Cc1ccccc1CN,[H],Cc1cc[c]cc1CN,14,C-H,111.140629
Cc1ccccc1CN,[H],Cc1ccc[c]c1CN,15,C-H,110.548888
Cc1ccccc1CN,[H],Cc1ccccc1[CH]N,16,C-H,78.01380141
Cc1ccccc1CN,[H],Cc1ccccc1C[NH],18,H-N,99.06672836
O=Cc1ccccc1O,Oc1[c]cccc1,[CH]=O,1,C-C,106.2680216
O=Cc1ccccc1O,O=Cc1[c]cccc1,[OH],7,C-O,120.1253029
O=Cc1ccccc1O,[H],O=Cc1[c]cccc1O,10,C-H,111.5278021
O=Cc1ccccc1O,[H],O=Cc1c[c]ccc1O,11,C-H,112.7382669
O=Cc1ccccc1O,[H],O=Cc1cc[c]cc1O,12,C-H,110.653682
O=Cc1ccccc1O,[H],O=Cc1ccc[c]c1O,13,C-H,113.896021
O=Cc1ccccc1O,[H],[O]c1ccccc1C=O,14,H-O,96.56924254
CCc1ccccc1O,[CH2]c1ccccc1O,[CH3],0,C-C,79.2819971
CCc1ccccc1O,Oc1[c]cccc1,[CH2]C,1,C-C,101.9871552
CCc1ccccc1O,[OH],CCc1[c]cccc1,7,C-O,112.8280007
CCc1ccccc1O,[H],[CH2]Cc1ccccc1O,9,C-H,99.13136178
CCc1ccccc1O,[H],C[CH]c1ccccc1O,12,C-H,87.90961834
CCc1ccccc1O,[H],CCc1[c]cccc1O,14,C-H,110.8676626
CCc1ccccc1O,[H],CCc1c[c]ccc1O,15,C-H,111.90368
CCc1ccccc1O,[H],CCc1cc[c]cc1O,16,C-H,111.244168
CCc1ccccc1O,[H],CCc1ccc[c]c1O,17,C-H,111.5849054
CCc1ccccc1O,[H],CCc1ccccc1[O],18,H-O,86.60377211
Cc1cc2ccccc2[nH]1,[CH3],[c]1cc2ccccc2[nH]1,0,C-C,110.6781549
Cc1cc2ccccc2[nH]1,[H],[CH2]c1cc2ccccc2[nH]1,11,C-H,87.1817079
Cc1cc2ccccc2[nH]1,[H],Cc1[c]c2ccccc2[nH]1,14,C-H,118.0695834
Cc1cc2ccccc2[nH]1,[H],Cc1cc2[c]cccc2[nH]1,15,C-H,111.3627672
Cc1cc2ccccc2[nH]1,[H],Cc1cc2c[c]ccc2[nH]1,16,C-H,111.3056639
Cc1cc2ccccc2[nH]1,[H],Cc1cc2cc[c]cc2[nH]1,17,C-H,111.2366379
Cc1cc2ccccc2[nH]1,[H],Cc1cc2ccc[c]c2[nH]1,18,C-H,111.8509692
COc1ncnc(=O)[nH]1,[CH3],[O]c1ncnc(=O)[nH]1,0,C-O,85.90158954
COc1ncnc(=O)[nH]1,C[O],O=c1ncn[c][nH]1,1,C-O,110.4353089
COc1ncnc(=O)[nH]1,[H],[CH2]Oc1ncnc(=O)[nH]1,9,C-H,99.64215411
COc1ncnc(=O)[nH]1,[H],COc1n[c]nc(=O)[nH]1,12,C-H,105.1272103
C1=CC(=C2C=CC=C2)C=C1,[H],[C]1=CC(=C2C=CC=C2)C=C1,11,C-H,114.4488565
C1=CC(=C2C=CC=C2)C=C1,[H],[C]1=CC=CC1=C1C=CC=C1,12,C-H,115.5959429
c1ccc2c(c1)CCNC2,[H],[c]1ccc2c(c1)CCNC2,11,C-H,111.1079986
c1ccc2c(c1)CCNC2,[H],[c]1ccc2c(c1)CNCC2,12,C-H,111.070348
c1ccc2c(c1)CCNC2,[H],[c]1cccc2c1CNCC2,13,C-H,110.6587021
c1ccc2c(c1)CCNC2,[H],[c]1cccc2c1CCNC2,14,C-H,110.753456
c1ccc2c(c1)CCNC2,[H],[CH]1CNCc2ccccc21,15,C-H,86.39543912
c1ccc2c(c1)CCNC2,[H],[CH]1Cc2ccccc2CN1,17,C-H,91.2605164
c1ccc2c(c1)CCNC2,[H],c1ccc2c(c1)CC[N]C2,19,H-N,93.76553233
c1ccc2c(c1)CCNC2,[H],[CH]1NCCc2ccccc21,20,C-H,76.77133359
c1ccc2c(c1)CCCN2,[H],[c]1ccc2c(c1)CCCN2,11,C-H,111.9601558
c1ccc2c(c1)CCCN2,[H],[c]1ccc2c(c1)NCCC2,12,C-H,110.8387972
c1ccc2c(c1)CCCN2,[H],[c]1cccc2c1NCCC2,13,C-H,111.5139969
c1ccc2c(c1)CCCN2,[H],[c]1cccc2c1CCCN2,14,C-H,110.4227587
c1ccc2c(c1)CCCN2,[H],[CH]1CCNc2ccccc21,15,C-H,84.94338329
c1ccc2c(c1)CCCN2,[H],[CH]1CNc2ccccc2C1,17,C-H,98.68896794
c1ccc2c(c1)CCCN2,[H],[CH]1CCc2ccccc2N1,19,C-H,88.33004937
c1ccc2c(c1)CCCN2,[H],c1ccc2c(c1)CCC[N]2,21,H-N,88.08092829
c1ccc2c(c1)CCCC2,[H],[c]1ccc2c(c1)CCCC2,11,C-H,111.0847807
c1ccc2c(c1)CCCC2,[H],[c]1cccc2c1CCCC2,13,C-H,110.6323467
c1ccc2c(c1)CCCC2,[H],[CH]1CCCc2ccccc21,15,C-H,85.6825889
c1ccc2c(c1)CCCC2,[H],[CH]1CCc2ccccc2C1,17,C-H,96.92190259
C1CCC2CCCCC2C1,[H],C1CCC2CCCC[C]2C1,17,C-H,89.31461099
COC(=O)[C@@H]1COCCN1,[H],[CH2]OC(=O)[C@@H]1COCCN1,10,C-H,98.48063495
COC(=O)[C@@H]1COCCN1,[H],COC(=O)[C@@H]1[CH]OCCN1,14,C-H,96.3853824
COC(=O)[C@@H]1COCCN1,[H],COC(=O)[C@@H]1CO[CH]CN1,16,C-H,96.38851995
COC(=O)[C@@H]1COCCN1,[H],COC(=O)[C@@H]1COC[CH]N1,18,C-H,92.98177358
COC(=O)[C@@H]1COCCN1,[H],COC(=O)[C@@H]1COCC[N]1,20,H-N,96.49896153
Nc1cccc2occc12,[NH2],[c]1cccc2occc12,0,C-N,106.8064244
Nc1cccc2occc12,[H],[NH]c1cccc2occc12,11,H-N,90.02495118
Nc1cccc2occc12,[H],Nc1[c]ccc2occc12,13,C-H,112.3567415
Nc1cccc2occc12,[H],Nc1c[c]cc2occc12,14,C-H,110.9981845
Nc1cccc2occc12,[H],Nc1cc[c]c2occc12,15,C-H,114.4921546
Nc1cccc2occc12,[H],Nc1cccc2o[c]cc12,16,C-H,117.415719
Nc1cccc2occc12,[H],Nc1cccc2oc[c]c12,17,C-H,118.0030675
N#Cc1ccccc1C#N,[H],N#Cc1[c]cccc1C#N,10,C-H,113.5753639
N#Cc1ccccc1C#N,[H],N#Cc1c[c]ccc1C#N,11,C-H,112.2136694
c1ccc2nccnc2c1,[H],[c]1ccc2nccnc2c1,11,C-H,111.2253427
c1ccc2nccnc2c1,[H],[c]1cccc2nccnc12,13,C-H,113.227724
c1ccc2nccnc2c1,[H],[c]1cnc2ccccc2n1,14,C-H,105.563329
C[C@@H]1C=C(O)C=C[C@]1(C)O,C[C@@H]1C=[C]C=C[C@]1(C)O,[OH],3,C-O,112.4019221
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],[CH2][C@@H]1C=C(O)C=C[C@]1(C)O,10,C-H,100.2564854
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],C[C@@H]1[C]=C(O)C=C[C@]1(C)O,14,C-H,111.1218038
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],C[C@@H]1C=C([O])C=C[C@]1(C)O,15,H-O,80.46296903
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],C[C@@H]1C=C(O)[C]=C[C@]1(C)O,16,C-H,110.7678887
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],C[C@@H]1C=C(O)C=[C][C@]1(C)O,17,C-H,110.0456258
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],[CH2][C@]1(O)C=CC(O)=C[C@H]1C,18,C-H,100.9724732
C[C@@H]1C=C(O)C=C[C@]1(C)O,[H],C[C@@H]1C=C(O)C=C[C@]1(C)[O],21,H-O,104.3252538
c1cnc2ncncc2n1,[H],[c]1cnc2ncncc2n1,11,C-H,106.8346623
c1cnc2ncncc2n1,[H],[c]1cnc2cncnc2n1,12,C-H,105.2545946
c1cnc2ncncc2n1,[H],[c]1ncc2nccnc2n1,13,C-H,107.410088
c1cnc2ncncc2n1,[H],[c]1ncnc2nccnc12,14,C-H,106.2033882
CN(C[C@H](O)CO)N=O,O=N[N]C[C@H](O)CO,[CH3],0,C-N,68.49574489
CN(C[C@H](O)CO)N=O,C[N]N=O,[CH2][C@H](O)CO,1,C-N,68.57732106
CN(C[C@H](O)CO)N=O,[CH2][C@@H](O)CN(C)N=O,[OH],5,C-O,95.27343645
CN(C[C@H](O)CO)N=O,C[N]C[C@H](O)CO,[N]=O,6,N-N,41.04222614
CN(C[C@H](O)CO)N=O,[H],[CH2]N(C[C@H](O)CO)N=O,8,C-H,89.48090087
CN(C[C@H](O)CO)N=O,[H],CN([CH][C@H](O)CO)N=O,11,C-H,84.36482
CN(C[C@H](O)CO)N=O,[H],CN(C[C@H]([O])CO)N=O,14,H-O,102.7175757
CN(C[C@H](O)CO)N=O,[H],CN(C[C@H](O)[CH]O)N=O,15,C-H,91.0515559
CN(C[C@H](O)CO)N=O,[H],CN(C[C@H](O)C[O])N=O,17,H-O,103.0363503
CCNCc1ccccn1,[CH2]NCc1ccccn1,[CH3],0,C-C,82.83683558
CCNCc1ccccn1,[CH2]C,[NH]Cc1ccccn1,1,C-N,84.26190852
CCNCc1ccccn1,[CH2]c1ccccn1,CC[NH],2,C-N,73.53087711
CCNCc1ccccn1,[CH2]NCC,[c]1ccccn1,3,C-C,90.92919164
CCNCc1ccccn1,[H],[CH2]CNCc1ccccn1,10,C-H,100.4277954
CCNCc1ccccn1,[H],C[CH]NCc1ccccn1,13,C-H,90.68383563
CCNCc1ccccn1,[H],CC[N]Cc1ccccn1,15,H-N,92.72072984
CCNCc1ccccn1,[H],CCN[CH]c1ccccn1,16,C-H,73.94879811
CCNCc1ccccn1,[H],CCNCc1[c]cccn1,18,C-H,112.1440159
CCNCc1ccccn1,[H],CCNCc1c[c]ccn1,19,C-H,110.0644511
CCNCc1ccccn1,[H],CCNCc1cc[c]cn1,20,C-H,112.4376901
CCNCc1ccccn1,[H],CCNCc1ccc[c]n1,21,C-H,105.7114212
COc1ccncc1,[CH3],[O]c1ccncc1,0,C-O,76.54543035
COc1ccncc1,C[O],[c]1ccncc1,1,C-O,103.2208379
COc1ccncc1,[H],[CH2]Oc1ccncc1,8,C-H,97.37998417
COc1ccncc1,[H],COc1[c]cncc1,11,C-H,114.3252372
COc1ccncc1,[H],COc1c[c]ncc1,12,C-H,105.6618479
C[C@]1(CO)CO1,[CH2][C@@]1(C)CO1,[OH],2,C-O,94.6001193
C[C@]1(CO)CO1,[H],[CH2][C@]1(CO)CO1,6,C-H,98.10538457
C[C@]1(CO)CO1,[H],C[C@]1([CH]O)CO1,9,C-H,90.58531671
C[C@]1(CO)CO1,[H],C[C@]1(C[O])CO1,11,H-O,104.099978
C[C@]1(CO)CO1,[H],C[C@]1(CO)[CH]O1,12,C-H,102.8788455
